claim_no,policy_no,plate_no,source_file,class_of_business,vehicle_type_group,vehicle_type,accident_type,branch_name,sum_insured_numeric,reporting_lag_days,coverage_duration_days,is_comprehensive,policy_type,accident_date,notification_date,period_from,period_to,od_total,tp_bi_total,tp_pd_total,total_claim_severity,log_claim_severity
TMT/MTC/006/25,TMT/MTP/2413/1216,03-A42354AA,May_2025,Private,Not_Specified,Not_Specified,Collision,Merkato,2300000.0,,334.0,1,COMPREHENSIVE,2025-04-22 00:00:00,,2024-08-07,2025-07-07,28400.0,0.0,0.0,28400.0,10.254144424149295
TMT/MTC/009/24,,3-64118 AA,September_2024,Commercial,Pick_Up,Pick Up,Collision,Merkato,6000000.0,1.0,659.0,1,COMPREHENSIVE,2024-03-22 00:00:00,2024-03-23,2023-01-11,2024-10-31,30592.5,0.0,0.0,30592.5,10.328510159859825
TMT/MTC/010/24,TMT/MTC/2791/0817,03-92503/28435 ET,July_2024,Commercial,Automobile,Automobile,Collision,Merkato,9000000.0,10.0,365.0,1,COMPREHENSIVE,2024-04-08 00:00:00,2024-04-18,2023-08-23,2024-08-22,13000.0,0.0,0.0,13000.0,9.472704636443671
TMT/MTC/011/24,TMT/MTP/4565/0222,03-16976AA,August_2024,Private,Automobile,Automobile,Collision,Merkato,1850000.0,4.0,365.0,1,COMPREHENSIVE,2024-06-29 00:00:00,2024-07-03,2024-02-26,2025-02-25,30756.02,0.0,0.0,30756.02,10.33384102643148
TMT/MTC/012/24,TMT/MTC/2369/1216,03-A39541AA,October_2024,Commercial,Not_Specified,Not_Specified,Collision,Merkato,1400000.0,1.0,335.0,1,COMPREHENSIVE,2024-07-12 00:00:00,2024-07-13,2023-09-12,2024-08-12,31217.11,0.0,0.0,31217.11,10.34872162091855
TMT/MTC/014/24,TMT/MTC/4117/1120,03-06681/32371ET,October_2024,Commercial,Truck,Trucker,Overturning,Merkato,10700000.0,5.0,334.0,1,COMPREHENSIVE,2024-08-02 00:00:00,2024-08-07,2024-08-07,2025-07-07,286582.42,0.0,0.0,286582.42,12.565781452648368
TMT/MTC/015/24,TMT/MTC/4271/0321,03-A08240ET,April_2025,Commercial,Truck,Trucker,Overturning,Merkato,10700000.0,2.0,334.0,1,COMPREHENSIVE,2024-08-05 00:00:00,2024-08-07,2024-08-07,2025-07-07,516075.36,0.0,0.0,516075.36,13.154008080311574
TMT/MTC/018/24,TMT/MTP/5060/0724,03-9427 AA,April_2025,Private,Motorcycle,Motor Cycle,Collision,Merkato,150000.0,1.0,364.0,1,COMPREHENSIVE,2024-10-15 00:00:00,2024-10-16,2024-08-29,2025-08-28,4600.74,0.0,0.0,4600.74,8.433972439104283
TMT/MTC/019/24,TMT/MTC/2791/0817,03-92505ET,March_2025,Commercial,Truck,Tranker/Trailer,Collision,Merkato,11000000.0,3.0,364.0,1,COMPREHENSIVE,2024-10-27 00:00:00,2024-10-30,2024-08-23,2025-08-22,36000.0,0.0,0.0,36000.0,10.491274217438248
TMT/MTC/020/24,TMT/MTT/014/0712,03-A95337AA,March_2025,Commercial,Pick_Up,P/Up,Collision,Merkato,3000000.0,1.0,,1,COMPREHENSIVE,2024-12-01 00:00:00,2024-12-02,2024-08-07,,84000.0,0.0,0.0,84000.0,11.33857207782545
TMT/MTC/021/23,TMT/MTC/2631/0517,03-70256 ET,August_2024,Commercial,Truck,Tipper,Collision,Merkato,1400000.0,1.0,374.0,1,COMPREHENSIVE,2023-08-02 00:00:00,2023-08-03,2023-07-12,2024-07-20,211603.30000000005,0.0,0.0,211603.30000000005,12.262468574307812
TMT/MTC/021/24,TMT/MTC/4411/0821,03-B27684AA,January_2025,Commercial,Pick_Up,P/Up,Collision,Merkato,9000000.0,0.0,334.0,1,COMPREHENSIVE,2024-12-11 00:00:00,2024-12-11,2024-08-07,2025-07-07,313747.05,0.0,0.0,313747.05,12.65634236699349
TMT/MTC/022/24,TMT/MTC/3564/0319,03-A00972/30093ET,February_2025,Commercial,Truck,Truck/Trailer,Collision,Merkato,9300000.0,0.0,334.0,1,COMPREHENSIVE,2024-12-18 00:00:00,2024-12-18,2024-08-07,2025-07-07,2445730.39,0.0,0.0,2445730.39,14.70985436429714
TMT/MTC/029/22,TMT/MTC/2791/0817,03-92505/28437ET,August_2024,Commercial,Truck,Tanker/Trailer,Collision,Merkato,10000000.0,3.0,364.0,1,COMPREHENSIVE,2022-11-04 00:00:00,2022-11-07,2022-08-23,2023-08-22,1357165.48,0.0,0.0,1357165.48,14.120908876850208
TMT/MTCL/0043/21,TMT/MTC/2791/0817,03-92501/28433 ET,January_2025,Commercial,Truck,Tanker/Trailer,Collision,Merkato,5000000.0,0.0,364.0,1,COMPREHENSIVE,2021-03-24 00:00:00,2021-03-24,2020-08-23,2021-08-22,10802.85,0.0,0.0,10802.85,9.28756526718865
TMT/MTCL/0070/21,TMT/MTC/2508/0317,03-87479/27036 ET,October_2024,Commercial,Truck,Truck/Trailer,Collision,Merkato,3000000.0,0.0,364.0,1,COMPREHENSIVE,2021-05-12 00:00:00,2021-05-12,2021-03-03,2022-03-02,51597.99,0.0,0.0,51597.99,10.851237997222576
TMT/MTCL/0074/20,TMT/MTP/3784/1219,02-A93341AA,July_2024,Private,Automobile,Automobile,Collision,Merkato,700000.0,1.0,365.0,1,COMPREHENSIVE,2020-04-08 00:00:00,2020-04-09,2019-12-12,2020-12-11,501.0,0.0,0.0,501.0,6.2166061010848646
TMT/MTCL/0074/21,TMT/MTC/2372/1216,03-80299/25968 ET,October_2024,Commercial,Truck,Truck/Trailer,Collision,Merkato,3600000.0,0.0,364.0,1,COMPREHENSIVE,2021-05-18 00:00:00,2021-05-18,2020-11-27,2021-11-26,18556.98,0.0,0.0,18556.98,9.828601277583344
TMT/MTCL/0079/21,TMT/MTT/1453/0315,03-76027 AA,August_2024,Commercial,Not_Specified,Not_Specified,Collision,Merkato,0.0,,364.0,0,TP_ONLY,2021-05-28 00:00:00,2021-05-26,2021-04-07,2022-04-06,0.0,0.0,3202.0,3202.0,8.07153089355666
TMT/MTCL/0123/21,TMT/MTC/1499/0415,03-47343/15837ET,October_2024,Commercial,Truck,Truck/Trailer,Collision,Merkato,3000000.0,2.0,364.0,1,COMPREHENSIVE,2021-08-24 00:00:00,2021-08-26,2021-04-14,2022-04-13,4487.0,0.0,0.0,4487.0,8.408939605975984
TMT/MTCL/0181/21,TMT/MTT/2741/0717,03-91094 ET,March_2025,Commercial,Truck,Tipper,Collision,Merkato,,198.0,364.0,1,COMPREHENSIVE,2021-05-16 00:00:00,2021-11-30,2018-07-25,2019-07-24,3000.0,3000.0,5730.0,11730.0,9.36990494164752
TMT/MTCL/0188/21,TMT/MTC/2214/0716,03-82227/25167 ET,July_2024,Commercial,Automobile,Automobile,Collision,Merkato,5200000.0,0.0,364.0,1,COMPREHENSIVE,2021-12-11 00:00:00,2021-12-11,2021-07-08,2022-07-07,159380.74,0.0,0.0,159380.74,11.979051209932551
TMT/MTCL/0835/14,TMT/MTC/00040/0712,3-23317 OR,May_2025,Public_Transport,Not_Specified,Not_Specified,Collision,Merkato,600000.0,1.0,183.0,1,COMPREHENSIVE,2014-12-01 00:00:00,2014-12-02,2014-07-13,2015-01-12,12400.0,0.0,0.0,12400.0,9.425451751593128
TMT/MTP/001/24,TMT/MTP/4736/1222,02-11627OR,June_2025,Private,Automobile,Automobile,Collision,Merkato,2500000.0,0.0,365.0,1,COMPREHENSIVE,2024-01-18 00:00:00,2024-01-18,2023-12-17,2024-12-16,5715.0,0.0,0.0,5715.0,8.65084957622891
TMT/MTP/001/25,TMT/MTP/4335/0521,02-B79452AA,March_2025,Private,Automobile,Automobile,Collision,Merkato,2200000.0,1.0,364.0,1,COMPREHENSIVE,2025-02-14 00:00:00,2025-02-15,2024-06-20,2025-06-19,63490.87,0.0,0.0,63490.87,11.058651395015955
TMT/MTP/003/25,TMT/MTC/4974/0124,03-B71915AA,March_2025,Public_Transport,Automobile,Automobile,Collision,Merkato,2853000.0,3.0,364.0,1,COMPREHENSIVE,2025-02-18 00:00:00,2025-02-21,2025-01-28,2026-01-27,177223.16999999998,0.0,0.0,177223.16999999998,12.085165064812944
TMT/MTP/004/24,TMT/MTC/2669/0617,03-55364/01569ET,July_2024,Commercial,Automobile,Automobile,Overturning,Merkato,4000000.0,1.0,,1,COMPREHENSIVE,2024-02-07 00:00:00,2024-02-08,2023-08-20,2023-08-19,574002.5,0.0,0.0,574002.5,13.260389030692917
TMT/MTP/004/25,TMT/MTC/5007/0324,03-88894ET,April_2025,Commercial,Truck,Truck/Trailer,Collision,Merkato,4800000.0,2.0,364.0,1,COMPREHENSIVE,2025-03-01 00:00:00,2025-03-03,2024-03-06,2025-03-05,136384.91,0.0,0.0,136384.91,11.82323638777296
TMT/MTP/005/24,TMT/MTC/4601/0322,03-57833OR,April_2025,Public_Transport,Bus_Minibus,Minibus,Collision,Merkato,1500000.0,1.0,365.0,1,COMPREHENSIVE,2024-02-12 00:00:00,2024-02-13,2023-07-08,2024-07-07,15000.0,0.0,0.0,15000.0,9.615805480084347
TMT/MTP/005/25,TMT/MTC/4667/0822,03-B51822 AA,March_2025,Public_Transport,Automobile,Automobile,Collision,Merkato,2000000.0,61.0,600.0,1,COMPREHENSIVE,2025-08-03 00:00:00,2025-10-03,2024-01-09,2025-08-31,23800.0,0.0,0.0,23800.0,10.077440859659566
TMT/MTP/006/25,TMT/MTC/2507/0317,03-A42137AA,June_2025,Private,Automobile,Automobile,Collision,Merkato,6000000.0,0.0,364.0,1,COMPREHENSIVE,2025-05-20 00:00:00,2025-05-20,2025-03-13,2026-03-12,54815.5,0.0,0.0,54815.5,10.911728279657844
TMT/MTP/010/24,TMT/MTC/1816/1115,03-77596/23479ET,July_2024,Commercial,Automobile,Automobile,Overturning,Merkato,6500000.0,1.0,364.0,1,COMPREHENSIVE,2024-04-01 00:00:00,2024-04-02,2024-03-02,2025-03-01,323286.75,0.0,0.0,323286.75,12.686294979267116
TMT/MTP/011/24,TMT/MTC/3229/0518,03-38878ET,July_2024,Commercial,Automobile,Automobile,Collision,Merkato,4900000.0,0.0,365.0,1,COMPREHENSIVE,2024-04-24 00:00:00,2024-04-24,2023-05-19,2024-05-18,334994.66,0.0,0.0,334994.66,12.721869870381648
TMT/MTP/012/24,,03-B26702AA,September_2024,Public_Transport,Automobile,Automobile,Collision,Merkato,1000000.0,0.0,365.0,1,COMPREHENSIVE,2024-04-25 00:00:00,2024-04-25,2023-10-13,2024-10-12,5623.29,0.0,0.0,5623.29,8.634672180855254
TMT/MTP/013/24,TMT/MTC/4719/1122,03-A17488ET,August_2024,Commercial,Truck,Truck,Fire,Merkato,8000000.0,1.0,365.0,1,COMPREHENSIVE,2024-05-01 00:00:00,2024-05-02,2023-11-17,2024-11-16,7079700.0,0.0,0.0,7079700.0,15.772742091890793
TMT/MTP/014/24,TMT/MTC/4974/0124,03-B71915AA,July_2024,Public_Transport,Automobile,Automobile,Collision,Merkato,2853000.0,2.0,365.0,1,COMPREHENSIVE,2024-04-30 00:00:00,2024-05-02,2024-01-28,2025-01-27,39222.26,0.0,0.0,39222.26,10.576999721751555
TMT/MTP/015/24,TMT/MTC/4370/0721,03-40860/12920ET,July_2024,Commercial,Automobile,Automobile,Collision,Merkato,2500000.0,31.0,364.0,1,COMPREHENSIVE,2024-07-05 00:00:00,2024-08-05,2024-07-15,2025-07-14,196316.5,0.0,0.0,196316.5,12.187483431749955
TMT/MTP/017/24,TMT/MTP/4662/0822,02-08819AA,August_2024,Private,Automobile,Automobile,Collision,Merkato,2000000.0,1.0,365.0,1,COMPREHENSIVE,2024-07-05 00:00:00,2024-07-06,2023-08-06,2024-08-05,49207.5,0.0,0.0,49207.5,10.803801329887142
TMT/MTP/018/24,TMT/MTC/3850/0220,03-A88397AA,August_2024,Public_Transport,Automobile,Automobile,Collision,Merkato,4200000.0,31.0,365.0,1,COMPREHENSIVE,2024-07-07 00:00:00,2024-08-07,2024-02-21,2025-02-20,56930.9,0.0,0.0,56930.9,10.949593530708276
TMT/MTP/020/24,TMT/MTP/4235/0221,02-B72926AA,February_2025,Private,Automobile,Automobile,Collision,Merkato,2500000.0,,365.0,1,COMPREHENSIVE,,,2024-02-26,2025-02-25,17000.0,0.0,0.0,17000.0,9.740968623038354
TMT/MTP/021/24,TMT/MTC/4076/1020,03-69681/20644ET,October_2024,Commercial,Truck,Truck/Trailer,Collision,Merkato,8200000.0,1.0,,1,COMPREHENSIVE,2024-09-08 00:00:00,2024-09-09,2023-10-07,2023-10-06,60349.82,0.0,0.0,60349.82,11.007913243919738
TMT/MTP/022/24,TMT/MTP/4924/1023,02-C40083AA,March_2025,Private,Automobile,Automobile,Collision,Merkato,5500000.0,,365.0,1,COMPREHENSIVE,2017-10-05 00:00:00,2024-10-07,2023-10-26,2024-10-25,261007.5,0.0,0.0,261007.5,12.472304421524154
TMT/MTP/023/24,TMT/MTC/4610/0422,03-A13391/00606 ET,January_2025,Commercial,Truck,Truck/Trailer,Collision,Merkato,9400000.0,0.0,364.0,1,COMPREHENSIVE,2024-10-11 00:00:00,2024-10-11,2024-04-08,2025-04-07,161361.0,0.0,0.0,161361.0,11.991399369931647
TMT/MTP/027/24,TMT/MTP/4736/1222,02-11627 OR,March_2025,Private,Automobile,Automobile,Collision,Merkato,2500000.0,0.0,365.0,1,COMPREHENSIVE,2024-10-31 00:00:00,2024-10-31,2023-12-17,2024-12-16,6250.0,0.0,0.0,6250.0,8.740336742730447
TMT/MTP/028/24,TMT/MTC/4706/1022,03-A17061/33833ET,January_2025,Commercial,Not_Specified,Not_Specified,Collision,Merkato,9000000.0,1.0,91.0,1,COMPREHENSIVE,2024-11-17 00:00:00,2024-11-18,2024-11-02,2025-02-01,81269.57,0.0,0.0,81269.57,11.305526932727965
TMT/MTP/029/24,TMT/MTC/3863/0220,02-B38368AA,February_2025,Private,Automobile,Vits,Collision,Merkato,2200000.0,0.0,365.0,1,COMPREHENSIVE,2024-11-27 00:00:00,2024-11-27,2024-02-16,2025-02-15,3000.0,0.0,0.0,3000.0,8.006367567650246
TMT/MTP/040/23, TMT/MTP/3767/119 ,02-B01245 AA,July_2024,Private,Automobile,Automobile,Collision,Merkato,700000.0,2.0,364.0,1,COMPREHENSIVE,2023-10-01 00:00:00,2023-10-03,2022-11-13,2023-11-12,5440.0,0.0,0.0,5440.0,8.601534339849989
TMT/TPCL/002/25,TMT/MTT/0045/5924,03-B25877AA,January_2025,Commercial,Not_Specified,Not_Specified,Collision,Merkato,0.0,,334.0,0,TP_ONLY,2025-02-01 00:00:00,,2024-08-07,2025-07-07,0.0,0.0,33000.0,33000.0,10.404262840448617
TMT/TPCL/003/25,TMT/MTT/3469/0119,03-69289AA,February_2025,Commercial,Not_Specified,Not_Specified,Collision,Merkato,0.0,2.0,364.0,0,TP_ONLY,2025-01-14 00:00:00,2025-01-16,2024-03-17,2025-03-16,0.0,0.0,26225.0,26225.0,10.174468433264495
TMT/TPCL/004/25,TMT/MTT/3395/1118,03-A01469 AA,February_2025,Commercial,Not_Specified,Not_Specified,Collision,Merkato,0.0,2.0,364.0,0,TP_ONLY,2025-01-19 00:00:00,2025-01-21,2024-11-13,2025-11-12,0.0,0.0,32501.38,32501.38,10.389037828954825
TMT/TPCL/008/24,TMT/MTC/4846/0723,03-65119 AA,August_2024,Commercial,Pick_Up,P/Up,Collision,Merkato,0.0,1.0,365.0,0,TP_ONLY,2024-02-13 00:00:00,2024-02-14,2023-07-06,2024-07-05,0.0,0.0,100000.0,100000.0,11.512925464970229
TMT/TPCL/010/25,TMT/MTT/4361/0721,03-B25627AA,March_2025,Private,Automobile,Automobile,Collision,Merkato,0.0,0.0,364.0,0,TP_ONLY,2025-02-17 00:00:00,2025-02-17,2024-07-06,2025-07-05,0.0,0.0,46955.74,46955.74,10.756960734884522
TMT/TPCL/012/23,TMT/MTT/2369/1216,03-A39541AA,February_2025,Private,Not_Specified,Not_Specified,Collision,Merkato,0.0,1.0,364.0,0,TP_ONLY,2023-02-21 00:00:00,2023-02-22,2022-12-09,2023-12-08,0.0,0.0,9378.13,9378.13,9.146135661784204
TMT/TPCL/014/25,TMT/MTT/0359/0313,03-51877AA,June_2025,Commercial,Not_Specified,Not_Specified,Collision,Merkato,0.0,1.0,364.0,0,TP_ONLY,2025-03-06 00:00:00,2025-03-07,2024-07-16,2025-07-15,0.0,0.0,22000.0,22000.0,9.998797732340453
TMT/TPCL/015/24,TMT/MTT/4787/0423,02-B99158 AA,July_2024,Private,Automobile,Automobile,Collision,Merkato,0.0,1.0,365.0,0,TP_ONLY,2024-03-11 00:00:00,2024-03-12,2023-04-11,2024-04-10,0.0,0.0,19347.83,19347.83,9.870335547466398
TMT/TPCL/017/25,TMT/MTT/3850/0220,03-A88397AA,April_2025,Commercial,Pick_Up,P/Up,Collision,Merkato,0.0,6.0,,0,TP_ONLY,2025-01-18 00:00:00,2025-01-24,,,0.0,0.0,38793.32,38793.32,10.566003345840825
TMT/TPCL/022/25,TMT/MTT/0092/5224,03-43311 OR,June_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Merkato,0.0,1.0,,0,TP_ONLY,2025-04-16 00:00:00,2025-04-17,2025-12-05,,0.0,0.0,26086.96,26086.96,10.169190851602458
TMT/TPCL/024/24,TMT/MTT/4370/0721,03-40860/12912 ET,August_2024,Commercial,Truck,Truck,Collision,Merkato,0.0,1.0,365.0,0,TP_ONLY,2024-05-07 00:00:00,2024-05-08,2023-07-15,2024-07-14,0.0,0.0,35762.07,35762.07,10.484643113518166
TMT/TPCL/027/24,TMT/MTT/4952/1223,02-06097 AA,July_2024,Private,Automobile,Automobile,Collision,Merkato,0.0,,365.0,0,TP_ONLY,2016-05-20 00:00:00,2024-05-21,2023-12-09,2024-12-08,0.0,0.0,26600.0,26600.0,10.188666494769793
TMT/TPCL/029/24,TMT/MTT/3345/0918,03-70665 OR,July_2024,Commercial,Automobile,Automobile,Collision,Merkato,0.0,10.0,365.0,0,TP_ONLY,2024-06-01 00:00:00,2024-06-11,2023-10-26,2024-10-25,0.0,0.0,13450.0,13450.0,9.506734385029985
TMT/TPCL/031/24,TMT/MTT/3225/0518,03-A58827 AA,March_2025,Private,Automobile,Automobile,Collision,Merkato,0.0,6.0,365.0,0,TP_ONLY,2024-06-20 00:00:00,2024-06-26,2023-07-08,2024-07-07,0.0,24000.0,40000.0,64000.0,11.06663836234181
TMT/TPCL/038/24,TMT/MTT/2945/1217,03-A26137 AA,October_2024,Commercial,Pick_Up,P/Up,Collision,Merkato,0.0,,335.0,0,TP_ONLY,2024-08-22 00:00:00,,2023-11-12,2024-10-12,0.0,0.0,17000.0,17000.0,9.740968623038354
TMT/TPCL/045/23,TMT/MTC/2631/0517,03-70256ET,August_2024,Commercial,Truck,Tipper,Collision,Merkato,0.0,1.0,365.0,0,TP_ONLY,2023-08-02 00:00:00,2023-08-03,2023-03-30,2024-03-29,0.0,0.0,8470.0,8470.0,9.0442857876461
TMT/TPCL/053/24, TMT/MTT/0220/1212 ,03-05824OR,January_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Merkato,0.0,3.0,365.0,0,TP_ONLY,2024-11-24 00:00:00,2024-11-27,2023-12-17,2024-12-16,0.0,30000.0,80045.07,110045.07,11.608645288131983
TMT/TPCL/067/23,TMT/MTT/2960/1217,03-94973ET,May_2025,Commercial,Truck,Tipper,Collision,Merkato,0.0,3.0,364.0,0,TP_ONLY,2023-12-01 00:00:00,2023-12-04,2023-02-09,2024-02-08,0.0,0.0,61424.3,61424.3,11.025560801313048
TMT/TPCL/068/22,TMT/MTC/4271/0321,03-A08240/33003ET,October_2024,Commercial,Truck,Truck/Trailer,Collision,Merkato,0.0,1.0,364.0,0,TP_ONLY,2022-10-23 00:00:00,2022-10-24,2022-07-08,2023-07-07,0.0,0.0,28631.1,28631.1,10.26224881859055
TMT/TPCL/070/23,TMT/MTT/4792/0423,03-B41690AA,August_2024,Commercial,Pick_Up,Pick Up,Collision,Merkato,0.0,0.0,365.0,0,TP_ONLY,2023-12-19 00:00:00,2023-12-19,2023-04-16,2024-04-15,0.0,0.0,35500.0,35500.0,10.477287975463508
TMT/TPCL/071/22,TMT/MTT/3420/1118,03-88856AA,February_2025,Commercial,Not_Specified,Not_Specified,Collision,Merkato,0.0,,364.0,0,TP_ONLY,2021-03-24 00:00:00,2022-10-25,2020-11-20,2021-11-19,0.0,0.0,40213.8,40213.8,10.601965499280874
TMT/TPCL/071/23,TMT/MTT/3720/1019,03-35324/12557 ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Merkato,0.0,2.0,365.0,0,TP_ONLY,2023-12-23 00:00:00,2023-12-25,2023-09-23,2024-09-22,0.0,0.0,32001.05,32001.05,10.373523993743545
TMT/TPCL/073/23,TMT/MTC/3850/0220,03-A88397AA,June_2025,Commercial,Pick_Up,Pick Up,Collision,Merkato,0.0,0.0,364.0,0,TP_ONLY,2023-12-25 00:00:00,2023-12-25,2023-02-10,2024-02-09,0.0,0.0,86956.52,86956.52,11.37316350259507
TSB/MTC/002/24,,03-92918/3-28697 ET,September_2024,Commercial,Truck,Truck/Trailer,Collision,Sarbet,4500000.0,31.0,365.0,1,COMPREHENSIVE,2024-10-03 00:00:00,2024-11-03,2023-09-21,2024-09-20,112872.5,0.0,0.0,112872.5,11.634014142079764
TSB/MTC/002/25,TSB/MTC/054/0821,03-75375/22429ET,March_2025,Commercial,Truck,Truck/Trailer,Overturning,Sarbet,6500000.0,2.0,364.0,1,COMPREHENSIVE,2025-02-01 00:00:00,2025-02-03,2024-08-21,2025-08-20,2179288.14,0.0,0.0,2179288.14,14.594508840154656
TSB/MTC/003/24,TSB/MTC/0203/0222,03-A12014/33609ET,August_2024,Commercial,Truck,Truck/Trailer,Overturning,Sarbet,7000000.0,0.0,334.0,1,COMPREHENSIVE,2024-05-14 00:00:00,2024-05-14,2024-09-02,2025-08-02,660636.98,0.0,0.0,660636.98,13.400959769784691
TSB/MTC/003/25,TSB/MTC/0217/0322,03-A08465/32836ET,March_2025,Commercial,Truck,Truck/Trailer,Collision,Sarbet,6300000.0,1.0,335.0,1,COMPREHENSIVE,2025-02-24 00:00:00,2025-02-25,2024-02-03,2025-01-03,33789.93,0.0,0.0,33789.93,10.427918108087368
TSB/MTC/004/23,TSB/MTC/0022/0721,03-91086/27987ET,July_2024,Commercial,Automobile,Automobile,Overturning,Sarbet,2700000.0,1.0,364.0,1,COMPREHENSIVE,2023-05-31 00:00:00,2023-06-01,2022-07-08,2023-07-07,73887.5,0.0,0.0,73887.5,11.210298945132624
TSB/MTC/005/24,TSB/MTC/0546/0523,03-A09198/10477ET,February_2025,Commercial,Truck,Truck/Trailer,Overturning,Sarbet,9500000.0,0.0,334.0,1,COMPREHENSIVE,2024-10-18 00:00:00,2024-10-18,2024-11-05,2025-10-05,128310.0,0.0,0.0,128310.0,11.762204489889063
TSB/MTC/006/24,TSB/MTC/0022/0721,03-91086/27987ET,January_2025,Commercial,Truck,Truck/Trailer,Collision,Sarbet,4000000.0,1.0,334.0,1,COMPREHENSIVE,2024-11-06 00:00:00,2024-11-07,2024-08-07,2025-07-07,347432.12,0.0,0.0,347432.12,12.75832458677651
TSB/MTC/008/23,TSB/MTC/0519/0323,03-A08665 ET,May_2025,Commercial,Truck,Truck,Collision,Sarbet,5400000.0,3.0,513.0,1,COMPREHENSIVE,2023-08-11 00:00:00,2023-08-14,2023-03-25,2024-08-19,752312.17,0.0,0.0,752312.17,13.53090663647449
TSB/MTC/008/24,TSB/MTP/0161/1221,03-84656 AA,March_2025,Private,Automobile,Automobile,Collision,Sarbet,1500000.0,1.0,365.0,1,COMPREHENSIVE,2024-12-23 00:00:00,2024-12-24,2023-12-31,2024-12-30,7000.0,0.0,0.0,7000.0,8.85366542803745
TSB/MTC/010/23,TSB/MTC/0021/0721,03-98892AA,March_2025,Commercial,Pick_Up,Pick Up,Collision,Sarbet,700000.0,1.0,365.0,1,COMPREHENSIVE,2023-11-01 00:00:00,2023-11-02,2023-07-08,2024-07-07,3191.69,0.0,0.0,3191.69,8.068305836058975
TSB/MTP/001/25,TSB/MTP/001/25,03-B84706 AA,January_2025,Public_Transport,Automobile,Suzuki Dzire,Collision,Sarbet,2600000.0,0.0,364.0,1,COMPREHENSIVE,2025-01-01 00:00:00,2025-01-01,2024-12-04,2025-12-03,24294.35,0.0,0.0,24294.35,10.097999092005866
TSB/MTP/002/24,TSB/MTP/0341/0722,3-36492/15464 ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Sarbet,1700000.0,,117.0,1,COMPREHENSIVE,2024-12-03 00:00:00,2024-03-13,2024-08-13,2024-12-08,308848.91000000003,0.0,0.0,308848.91000000003,12.640607471896512
TSB/MTP/003/24,TSB/MTP/0568/0623,2B-45059AA,August_2024,Private,Automobile,Automobile,Collision,Sarbet,2200000.0,3.0,182.0,1,COMPREHENSIVE,2024-04-13 00:00:00,2024-04-16,2023-12-13,2024-06-12,29203.61,0.0,0.0,29203.61,10.282047610751784
TSB/MTP/003/25,TSB/MTP/0618/0823,02-B83101AA,May_2025,Private,Not_Specified,Not_Specified,Collision,Sarbet,2300000.0,1.0,364.0,1,COMPREHENSIVE,2025-04-21 00:00:00,2025-04-22,2024-08-24,2025-08-23,68775.0,0.0,0.0,68775.0,11.138595585792777
TSB/MTP/004/25,TSB/MTC/0660/1123,03-B08548AA,June_2025,Public_Transport,Automobile,Automobile,Collision,Sarbet,22000000.0,5.0,364.0,1,COMPREHENSIVE,2025-05-05 00:00:00,2025-05-10,2024-11-07,2025-11-06,37826.09,0.0,0.0,37826.09,10.540754355161384
TSB/MTP/005/24,TSB/MTP/0659/1123,2B-82449AA,August_2024,Private,Not_Specified,Not_Specified,Collision,Sarbet,3700000.0,1.0,336.0,1,COMPREHENSIVE,2024-05-21 00:00:00,2024-05-22,2023-07-11,2024-06-11,59581.6,0.0,0.0,59581.6,10.995102080555904
TSB/MTP/005/25,TSB/MTC/0909/0424,03-B91493AA,June_2025,Public_Transport,Automobile,Automobile,Collision,Sarbet,3100000.0,0.0,364.0,1,COMPREHENSIVE,2025-05-15 00:00:00,2025-05-15,2025-04-29,2026-04-28,111780.0,0.0,0.0,111780.0,11.62428793282369
TSB/MTP/006/24,TSB/MTC/0035/0721,3-A10495 ET,August_2024,Private,Not_Specified,Not_Specified,Collision,Sarbet,7000000.0,1.0,365.0,1,COMPREHENSIVE,2024-06-18 00:00:00,2024-06-19,2023-07-29,2024-07-28,89064.48,0.0,0.0,89064.48,11.397115880776935
TSB/MTP/007/24,,3-A20148 AA,September_2024,Public_Transport,Automobile,Automobile,Collision,Sarbet,2300000.0,30.0,549.0,1,COMPREHENSIVE,2024-09-08 00:00:00,2024-10-08,2023-03-30,2024-09-29,12280.0,0.0,0.0,12280.0,9.415727201701133
TSB/MTP/008/24,TSB/MTP/0588/0723,02-C38277 AA,March_2025,Private,Automobile,Automobile,Collision,Sarbet,2700000.0,1.0,364.0,1,COMPREHENSIVE,2024-09-09 00:00:00,2024-09-10,2024-07-12,2025-07-11,3000.0,0.0,0.0,3000.0,8.006367567650246
TSB/MTP/009/24,TSB/MTP/0774/0424,03-7695 AA,January_2025,Private,Automobile,Saicle,Collision,Sarbet,200000.0,3.0,363.0,1,COMPREHENSIVE,2024-12-06 00:00:00,2024-12-09,2024-04-28,2025-04-26,75930.01000000001,0.0,0.0,75930.01000000001,11.23756727390752
TSB/MTP/011/23,TSB/MTP/0106/1021,03-B08548AA,October_2024,Public_Transport,Automobile,Automobile,Breaking_Glass,Sarbet,800000.0,2.0,364.0,1,COMPREHENSIVE,2023-06-03 00:00:00,2023-06-05,2022-10-27,2023-10-26,14941.55,0.0,0.0,14941.55,9.611901201631962
